City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
353,hillsboro,45.5229,-122.9898,11.81,78,20,5.14,US,1699699383
354,kununurra,-15.7667,128.7333,31.99,58,34,5.14,AU,1699699383
355,baijiantan,45.6333,85.1833,4.66,93,100,3.03,CN,1699699385
356,harstad,68.799,16.5293,0.09,96,31,3.58,NO,1699699385
357,calabozo,8.9242,-67.4293,24.59,84,97,2.94,VE,1699699387
358,abomsa,9.9833,39.9833,28.16,21,69,5.56,ET,1699699387
359,tamiahua,21.2667,-97.45,23.14,89,98,4.88,MX,1699699388
360,sinabang,2.4803,96.3801,26.66,80,100,0.97,ID,1699699388
361,lompoc,34.6391,-120.4579,12.14,97,0,3.6,US,1699699390
362,kingston,17.997,-76.7936,26.78,87,20,1.54,JM,1699699390
363,sao felix do xingu,-6.6447,-51.995,28.36,58,5,1.99,BR,1699699391
364,magadan,59.5667,150.8,-17.23,81,11,5.28,RU,1699699391
365,imbituba,-28.24,-48.6703,23.81,79,16,7.27,BR,1699699393
366,sao miguel do araguaia,-13.275,-50.1628,31.78,36,43,3.3,BR,1699699393
367,pakuranga,-36.8833,174.9167,14.81,69,75,4.12,NZ,1699699394
368,thames,-37.1333,175.5333,10.3,88,7,0.96,NZ,1699699395
369,isafjordur,66.0755,-23.124,-0.98,86,20,1.03,IS,1699699395
370,varto,39.1732,41.4559,12.84,56,100,2.0,TR,1699699396
371,lata,40.1629,-8.3327,18.37,83,99,4.27,PT,1699699396
372,sault ste. marie,46.5168,-84.3333,-3.69,93,0,1.03,CA,1699699397
373,utrik,11.2278,169.8474,26.45,90,100,6.87,MH,1699699398
374,mongo,12.1844,18.693,36.54,14,99,2.41,TD,1699699399
375,sulmona,42.0479,13.9291,16.9,50,53,3.21,IT,1699699399
376,masvingo,-20.0637,30.8277,32.8,17,0,3.24,ZW,1699699400
377,quellon,-43.1167,-73.6167,6.06,94,100,5.87,CL,1699699235
378,cururupu,-1.8283,-44.8683,29.21,59,32,4.57,BR,1699699401
379,namibe,-15.1961,12.1522,23.97,61,79,4.93,AO,1699699402
380,al ghayzah,16.2079,52.176,29.73,56,68,4.71,YE,1699699402
381,napier,-39.4833,176.9167,11.82,77,0,0.45,NZ,1699699203
382,khuzdar,27.7384,66.6434,24.24,8,0,2.94,PK,1699699403
383,malegaon,20.55,74.5333,32.84,28,46,2.89,IN,1699699404
384,kasempa,-13.4584,25.8338,33.45,24,39,4.31,ZM,1699699404
385,akureyri,65.6835,-18.0878,-8.04,93,0,1.54,IS,1699699366
386,waingapu,-9.6567,120.2641,28.57,73,12,1.64,ID,1699699405
387,mil'kovo,55.6078,37.7956,8.08,72,100,4.39,RU,1699699406
388,road town,18.4167,-64.6167,27.05,76,95,9.75,VG,1699699407
389,barclayville,4.6797,-8.2339,28.1,75,50,2.65,LR,1699699408
390,alofi,-19.0595,-169.9187,23.94,94,100,7.2,NU,1699699409
391,kulhudhuffushi,6.6221,73.07,28.44,74,86,3.52,MV,1699699410
392,kenora,49.8167,-94.4337,-2.46,93,100,3.09,CA,1699699410
393,belgrade,44.804,20.4651,12.81,90,75,3.09,RS,1699699411
394,port alfred,-33.5906,26.891,20.66,79,100,4.47,ZA,1699699411
395,manta,-0.95,-80.7333,23.88,78,75,3.6,EC,1699699412
396,lulea,65.5842,22.1547,-7.96,86,0,4.12,SE,1699699412
397,acapulco de juarez,16.8634,-99.8901,25.67,87,23,1.54,MX,1699699413
398,catemaco,18.4167,-95.1167,19.71,93,71,1.32,MX,1699699414
399,adilcevaz,38.8039,42.7342,12.06,56,99,1.27,TR,1699699414
400,hazro city,33.9091,72.4921,23.32,41,1,1.64,PK,1699699415
401,fale old settlement,-9.3852,-171.2468,28.92,72,57,4.3,TK,1699699415
402,kasama,-10.2129,31.1808,32.5,26,29,3.38,ZM,1699699360
403,yermakovskoye,53.2831,92.4003,-12.54,97,42,0.31,RU,1699699416
404,altsasu,42.9,-2.1652,14.89,96,100,1.7,ES,1699699417
405,stadtilm,50.7667,11.0833,7.21,87,100,6.72,DE,1699699417
406,gurupi,-11.7292,-49.0686,32.24,36,7,1.21,BR,1699699418
407,el calafate,-50.3408,-72.2768,4.64,77,100,3.78,AR,1699699419
408,nuuk,64.1835,-51.7216,-5.66,68,0,4.12,GL,1699699401
409,zhuanghe,39.7008,122.9911,-2.37,57,0,3.08,CN,1699699420
410,kisangani,0.5167,25.2,26.15,72,96,0.97,CD,1699699421
411,manuguru,17.981,80.7547,29.59,54,32,1.88,IN,1699699421
412,weatherford,32.7593,-97.7972,12.81,77,100,0.89,US,1699699422
413,lazaro cardenas,17.9583,-102.2,24.82,88,63,1.9,MX,1699699422
414,brookings,44.3114,-96.7984,0.66,86,0,5.14,US,1699699423
415,thakhek,17.4103,104.8307,32.06,73,93,1.88,LA,1699699423
416,piravam,9.8667,76.5,34.99,84,93,1.8,IN,1699699424
417,nagqu,31.5,92.0,-1.46,42,88,2.97,CN,1699699424
418,polyarnyy,69.1989,33.4478,-2.02,70,90,5.74,RU,1699699425
419,paracuru,-3.41,-39.0306,27.84,63,69,7.31,BR,1699699426
420,ati,13.2154,18.3353,36.65,12,57,3.79,TD,1699699426
421,pangody,65.85,74.4859,-2.96,94,100,3.46,RU,1699699427
422,hartford,41.7668,-72.7662,5.43,90,0,0.0,US,1699699428
423,storrington,50.9176,-0.4547,10.84,94,0,3.09,GB,1699699428
424,malindi,-3.2175,40.1191,31.09,66,75,6.69,KE,1699699429
425,tabou,4.423,-7.3528,27.24,79,52,3.47,CI,1699699430
426,benalla,-36.55,145.9833,20.48,70,84,3.08,AU,1699699430
427,dzhangala,49.2167,50.3333,8.94,52,3,6.57,KZ,1699699431
428,narrabri,-30.3167,149.7833,22.51,54,2,2.41,AU,1699699432
429,bamboo flat,11.7,92.7167,29.05,79,75,2.06,IN,1699699433
430,nikolayevka,53.1257,47.2041,6.65,75,32,3.26,RU,1699699433
431,cooper's town,26.8667,-77.5167,25.32,80,2,4.28,BS,1699699434
432,yangjiang,21.85,111.9667,23.79,87,51,4.73,CN,1699699434
433,taos,36.4072,-105.5731,0.22,88,100,1.54,US,1699699435
434,jayapura,-2.5333,140.7,28.66,91,83,3.24,ID,1699699357
435,hacienda huancane,-15.8222,-70.8856,3.4,78,100,0.42,PE,1699699436
436,mata-utu,-13.2816,-176.1745,28.19,80,100,2.55,WF,1699699437
437,carutapera,-1.195,-46.02,28.17,65,82,5.33,BR,1699699438
438,castillos,-34.1667,-53.8333,17.58,99,100,1.0,UY,1699699438
439,quang ngai,15.1167,108.8,25.39,90,15,1.22,VN,1699699439
440,turbat,26.0023,63.044,33.15,6,1,1.28,PK,1699699439
441,richards bay,-28.783,32.0377,33.72,43,55,7.4,ZA,1699699234
442,constantia,44.1833,28.65,19.38,62,38,7.32,RO,1699699385
443,yaren,-0.5472,166.916,28.18,84,100,13.77,NR,1699699442
444,dakhla,23.6848,-15.958,20.01,83,0,8.23,EH,1699699443
445,mareeba,-17.0,145.4333,22.4,90,6,1.85,AU,1699699443
446,horki,54.2861,30.9842,7.21,78,100,5.66,BY,1699699444
447,yeed,4.55,43.0333,27.36,65,100,5.61,SO,1699699444
448,steinbach,50.1667,8.5667,9.24,73,20,6.69,DE,1699699445
449,vorkuta,67.5,64.0,-14.11,92,17,1.34,RU,1699699446
450,zhumadian,32.9794,114.0294,2.63,100,100,2.79,CN,1699699446
451,atafu village,-8.5421,-172.5159,28.96,71,77,4.1,TK,1699699448
452,tofol,5.3248,163.0078,28.51,76,100,4.47,FM,1699699448
453,san jose del guaviare,2.5729,-72.6459,22.58,99,100,1.0,CO,1699699449
454,port hedland,-20.3167,118.5667,28.03,74,7,8.23,AU,1699699450
455,vallenar,-28.5708,-70.7581,19.22,47,0,0.47,CL,1699699451
456,borogontsy,62.6683,131.1683,-23.51,98,99,1.14,RU,1699699452
457,navalmoral de la mata,39.8916,-5.5406,17.75,88,100,5.86,ES,1699699437
458,amvrosiyivka,47.7935,38.4777,10.65,50,100,6.89,UA,1699699454
459,vallo della lucania,40.2297,15.2658,17.46,63,100,6.46,IT,1699699454
460,umea,63.8284,20.2597,-1.04,86,75,5.14,SE,1699699455
461,island harbour,50.724,-1.2758,11.07,86,40,0.89,GB,1699699456
462,rosetta,31.4044,30.4164,25.16,60,3,5.45,EG,1699699456
463,novaya mayna,54.15,49.75,4.06,64,15,3.66,RU,1699699457
464,codo,-4.4553,-43.8856,28.75,56,5,3.04,BR,1699699457
465,malanje,-9.5402,16.341,26.78,58,95,2.18,AO,1699699458
466,harnoli,32.2792,71.5539,26.01,32,0,2.48,PK,1699699458
467,tabas,33.5959,56.9244,27.12,19,79,1.03,IR,1699699459
468,washington,47.5001,-120.5015,4.65,84,100,0.75,US,1699699447
469,luganville,-15.5333,167.1667,25.31,86,100,6.44,VU,1699699460
470,polewali,-3.4324,119.3435,27.31,75,76,0.44,ID,1699699461
471,prado,-17.3411,-39.2208,27.29,70,46,3.44,BR,1699699461
472,ust'-kulom,61.6864,53.6902,-0.34,88,29,1.38,RU,1699699462
473,maxixe,-23.8597,35.3472,28.15,51,0,5.97,MZ,1699699462
474,ketchikan,55.3422,-131.6461,6.26,87,100,1.54,US,1699699463
475,chabahar,25.2919,60.643,29.21,36,14,3.61,IR,1699699463
476,ladario,-19.0047,-57.6017,33.52,34,84,2.78,BR,1699699465
477,prabumulih,-3.45,104.25,29.62,60,76,0.85,ID,1699699465
478,georgievka,49.3314,81.5761,2.98,80,63,5.81,KZ,1699699466
479,saskatoon,52.1168,-106.6345,-2.01,86,0,5.66,CA,1699699467
480,hotan,37.0997,79.9269,12.87,23,1,4.08,CN,1699699468
481,zaragoza,41.6561,-0.8773,13.25,75,100,2.57,ES,1699699468
482,springbok,-29.6643,17.8865,26.89,14,4,7.11,ZA,1699699470
483,choele choel,-39.2667,-65.6833,16.42,38,21,3.99,AR,1699699470
484,bubaque,11.2833,-15.8333,27.67,64,98,2.29,GW,1699699471
485,miasskoye,55.2784,61.8905,5.49,96,100,2.98,RU,1699699472
486,guerrero negro,27.9769,-114.0611,15.91,54,0,0.43,MX,1699699472
487,el espinal,16.3333,-94.0667,21.39,80,12,3.68,MX,1699699473
488,saudarkrokur,65.7461,-19.6394,-1.76,81,51,2.45,IS,1699699475
489,port douglas,-16.4833,145.4667,24.03,76,17,5.45,AU,1699699281
490,kenai,60.5544,-151.2583,-1.62,98,100,0.0,US,1699699476
491,coahuayana de hidalgo,18.7,-103.6583,24.39,86,99,1.84,MX,1699699476
492,beauceville,46.2179,-70.7787,-2.19,69,88,1.54,CA,1699699477
493,moissala,8.3404,17.7663,31.8,48,93,0.98,TD,1699699478
494,tinyahuarco,-10.75,-76.3,4.16,89,84,1.28,PE,1699699479
495,sitangkai,4.6628,119.3928,29.05,68,38,1.48,PH,1699699480
496,savonlinna,61.8699,28.88,3.03,93,100,3.09,FI,1699699481
497,twon-brass,4.3151,6.2418,28.03,76,97,3.91,NG,1699699481
498,kavieng,-2.5744,150.7967,28.02,79,100,3.98,PG,1699699482
499,kone,-21.0595,164.8658,20.17,83,47,2.07,NC,1699699483
500,khandyga,62.6667,135.6,-31.37,100,98,1.25,RU,1699699483
501,kuta,-8.7233,115.1723,29.97,74,40,3.58,ID,1699699484
502,ust'-barguzin,53.45,108.9833,-7.59,84,87,0.63,RU,1699699485
503,masuguru,-11.3667,38.4167,36.73,30,82,4.31,TZ,1699699485
504,sudley,38.7929,-77.4975,5.58,96,20,0.0,US,1699699486
505,port macquarie,-31.4333,152.9167,19.94,80,0,7.38,AU,1699698708
506,kapoeta,4.7717,33.5903,34.51,28,84,9.55,SS,1699699487
507,yanam,16.7333,82.2167,27.88,58,74,2.62,IN,1699699488
508,durango,24.8333,-104.8333,11.32,83,34,0.47,MX,1699699489
509,muisne,0.6,-80.0333,24.39,84,100,3.64,EC,1699699489
510,rome,34.257,-85.1647,11.93,92,100,2.57,US,1699699490
511,al hazm,16.1641,44.7769,26.85,24,46,3.69,YE,1699699490
512,padang,-0.9492,100.3543,28.03,90,100,1.04,ID,1699699169
513,kot diji,27.3427,68.7083,28.01,19,0,0.93,PK,1699699447
514,niles,42.0189,-87.8028,1.62,80,20,2.06,US,1699699492
515,ad darb,17.7229,42.2526,32.56,51,3,6.22,SA,1699699493
516,camapua,-19.5314,-54.0439,34.29,19,90,5.03,BR,1699699493
517,pisco,-13.7,-76.2167,18.03,88,100,1.03,PE,1699699494
518,lucea,18.451,-78.1736,26.92,82,31,5.47,JM,1699699495
519,lianzhou,24.7811,112.3825,14.55,91,100,2.54,CN,1699699495
520,reyes,-14.3167,-67.3833,26.39,66,46,0.97,BO,1699699496
521,salahonda,2.1019,-78.7217,25.41,85,100,5.35,CO,1699699496
522,banjar,-8.19,114.9675,26.62,87,19,1.44,ID,1699699497
523,piti village,13.4626,144.6933,28.49,89,40,5.14,GU,1699699497
524,skive,56.5667,9.0333,7.29,93,100,2.24,DK,1699699215
525,sarkand,45.41,79.9186,8.36,50,5,1.34,KZ,1699699498
526,vuktyl,63.8567,57.3094,-3.83,98,100,1.34,RU,1699699499
527,yanbu,24.0891,38.0637,37.02,23,0,1.03,SA,1699699500
528,kapa'a,22.0752,-159.319,24.18,90,100,5.66,US,1699699500
529,chul'man,56.8479,124.9104,-13.24,95,100,2.69,RU,1699699501
530,napasar,27.9667,73.55,27.84,26,0,3.85,IN,1699699501
531,isiro,2.7739,27.616,25.78,83,87,1.13,CD,1699699502
532,choyr,46.3611,108.3611,-14.84,85,6,3.05,MN,1699699503
533,bintulu,3.1667,113.0333,28.23,83,20,1.54,MY,1699699500
534,ciudad lazaro cardenas,17.9583,-102.2,24.82,88,63,1.9,MX,1699699480
535,zhezqazghan,47.7833,67.7667,6.32,87,75,6.0,KZ,1699699505
536,igarka,67.4667,86.5833,-5.27,96,100,3.99,RU,1699699506
537,suva,-18.1416,178.4415,24.71,78,75,4.63,FJ,1699699507
538,solleftea,63.1667,17.2667,-0.08,95,100,5.18,SE,1699699507
539,illizi,26.4833,8.4667,24.89,13,0,2.78,DZ,1699699508
540,visby,57.6409,18.296,7.24,93,75,1.03,SE,1699699508
541,souillac,-20.5167,57.5167,24.21,94,75,1.03,MU,1699699509
542,ola,59.5833,151.2833,-16.96,81,22,6.19,RU,1699699509
543,ak'ordat,15.5486,37.8867,33.03,28,4,0.62,ER,1699699510
544,mawlaik,23.6333,94.4167,24.99,69,0,0.39,MM,1699699511
545,basco,20.4487,121.9702,27.58,71,35,8.2,PH,1699699511
546,coquimbo,-29.9533,-71.3436,14.85,94,0,4.12,CL,1699699512
547,san bernardo del viento,9.3533,-75.9524,26.2,89,100,4.27,CO,1699699513
548,nova vicosa,-17.8919,-39.3719,27.29,70,17,3.56,BR,1699699514
549,antofagasta,-23.65,-70.4,17.6,71,44,1.74,CL,1699699474
550,cumana,10.4635,-64.1775,26.16,74,93,2.38,VE,1699699515
551,san felipe,10.3399,-68.7425,23.03,97,99,0.79,VE,1699699515
552,balykshi,47.0667,51.8667,10.0,53,0,7.0,KZ,1699699516
553,mogocha,53.7333,119.7667,-10.69,65,36,1.69,RU,1699699516
554,yara,20.2753,-76.9533,22.97,95,3,2.45,CU,1699699518
555,novodvinsk,64.4165,40.8122,0.44,98,100,2.05,RU,1699699518
556,portland,45.5234,-122.6762,12.38,75,100,6.17,US,1699699380
557,sylvania,41.7189,-83.713,4.39,77,0,3.09,US,1699699519
558,minas de marcona,-15.2119,-75.1103,14.4,91,68,3.53,PE,1699699520
559,huron,41.1501,-82.5499,6.49,83,6,2.61,US,1699699520
560,manicore,-5.8092,-61.3003,28.46,62,89,1.07,BR,1699699521
561,rumonge,-3.9736,29.4386,26.78,71,88,2.36,BI,1699699522
562,mpwapwa,-6.35,36.4833,29.85,33,96,4.21,TZ,1699699522
563,newman,37.3138,-121.0208,7.81,44,9,1.45,US,1699699523
564,kismayo,-0.3582,42.5454,29.36,66,92,4.19,SO,1699699523
565,olyokminsk,60.3736,120.4264,-7.49,77,99,4.52,RU,1699699524
566,siwa oasis,29.2041,25.5195,26.64,41,0,1.9,EG,1699699525
567,arkalyk,50.2486,66.9114,9.08,57,85,6.21,KZ,1699699526
568,darwin,-12.4611,130.8418,29.99,71,40,2.57,AU,1699699314
569,masterton,-40.9597,175.6575,9.38,94,0,1.41,NZ,1699699527
570,garissa,-0.4536,39.6401,31.24,53,94,1.79,KE,1699699528
571,barah,13.7,30.3667,36.01,21,72,2.19,SD,1699699299
572,calama,-22.4667,-68.9333,8.27,81,0,6.17,CL,1699699529
573,mugia,43.1041,-9.2179,17.73,96,100,11.98,ES,1699699530
574,turpan,42.9333,89.1667,10.82,49,100,1.0,CN,1699699532
575,sungai penuh,-2.0833,101.3833,19.84,98,93,0.68,ID,1699699532
576,katsuura,35.1333,140.3,13.61,75,100,6.2,JP,1699699381
577,mossel bay,-34.1831,22.146,20.96,66,29,7.85,ZA,1699699533
578,puerto santa,-8.9906,-78.6456,17.93,92,84,2.9,PE,1699699534
579,broken hill,-31.95,141.4333,28.71,21,29,7.92,AU,1699699534
580,bridgewater,44.3835,-64.5155,4.82,89,10,3.6,CA,1699699535
581,anar darah,32.7587,61.654,23.95,17,21,4.44,AF,1699699535
582,fukuecho,32.6881,128.8419,14.2,72,75,3.6,JP,1699699384
583,dadukou,26.5479,101.7054,18.25,62,1,0.36,CN,1699699536
584,irymple,-34.25,142.1667,22.83,34,18,0.45,AU,1699699537
585,mogadishu,2.0371,45.3438,27.93,83,75,5.66,SO,1699699538
586,heunghae,36.1125,129.3522,6.77,42,59,3.82,KR,1699699538
587,hengyang,26.8881,112.615,7.69,88,100,4.62,CN,1699699422
588,griffith,41.5284,-87.4237,3.92,90,0,0.0,US,1699699539
589,port maria,18.3685,-76.8895,27.23,88,28,4.24,JM,1699699540
590,kirakira,-10.4544,161.9205,26.39,88,100,4.18,SB,1699699540
591,bandon,51.7469,-8.7425,6.77,86,100,4.03,IE,1699699541
592,alenquer,-1.9417,-54.7383,27.64,67,18,3.39,BR,1699699541
593,codrington,-38.2667,141.9667,9.58,82,0,2.96,AU,1699699542
594,viqueque,-8.8673,126.3658,25.77,76,23,1.62,TL,1699699543
595,tazacorte,28.629,-17.9293,23.97,82,75,4.12,ES,1699699544
596,macon,39.8667,-88.9668,-1.6,93,0,0.0,US,1699699544
